school,student,female,ses,math,puniv,public
204,3147,0,0.108,55.78,0.3125,0
204,3148,1,-0.167,61.637,0.3125,0
204,3149,1,0.17,66.6,0.3125,0
204,3150,1,0.456,38.87,0.3125,0
204,3151,1,-0.168,61.637,0.3125,0
204,3152,1,0.209,61.637,0.3125,0
204,3154,1,-0.084,61.637,0.3125,0
204,3155,1,-0.479,55.47,0.3125,0
204,3156,1,-0.286,45.63,0.3125,0
204,3157,1,0.099,57.8,0.3125,0
204,3158,1,0.401,64.22,0.3125,0
204,3159,0,0.284,51.73,0.3125,0
205,2118,1,-1.366,44.11,1,0
205,2119,0,-1.322,39.08,1,0
205,2120,1,0.122,52.19,1,0
205,2121,0,-1.566,44.55,1,0
205,2122,0,-1.27,61.0787,1,0
205,2123,0,0.059,64.14,1,0
205,2124,1,-1.215,58.46,1,0
205,2125,0,0.512,61.0787,1,0
205,2126,0,-1.528,61.0787,1,0
205,2127,0,-1.122,61.0787,1,0
205,2128,0,-1.591,61.0787,1,0
205,2129,0,-0.297,61.0787,1,0
205,2130,1,0.725,61.0787,1,0
205,2131,0,-1.404,61.0787,1,0
205,2132,1,-0.519,41.09,1,0
205,2133,1,-1.031,49.45,1,0
205,2134,1,-0.395,47.07,1,0
205,2135,0,-0.542,68.67,1,0
205,2136,1,-0.289,51.58,1,0
205,2137,1,-1.609,49.6,1,0
205,2138,1,-1.399,47.68,1,0
205,2139,1,-1.26,61.0787,1,0
205,2140,0,-1.217,41.66,1,0
205,2141,1,0.583,52.62,1,0
205,2142,0,0.158,61.0787,1,0
206,2103,1,0.087,61.0783,1,0
206,2104,1,-1.225,46.08,1,0
206,2105,1,0.489,53.28,1,0
206,2106,1,-0.822,67.58,1,0
206,2107,0,-1.056,61.0783,1,0
206,2108,1,-0.118,48.59,1,0
206,2109,0,0.185,61.0783,1,0
206,2110,1,0.176,60.89,1,0
206,2111,1,-0.385,53.08,1,0
206,2112,1,-1.168,55.23,1,0
206,2113,0,-1.214,39.69,1,0
206,2114,1,-0.74,61.0783,1,0
206,2115,0,-0.316,52.69,1,0
206,2116,1,-0.949,45.44,1,0
206,2117,0,0.174,61.0783,1,0
207,3259,0,0.134,58.38,1,0
207,3260,0,-0.925,60.08,1,0
207,3261,1,-0.73,47.56,1,0
207,3262,0,0.383,49.61,1,0
207,3263,0,0.373,61.6435,1,0
207,3264,0,-0.559,57.13,1,0
207,3265,0,1.036,61.6435,1,0
207,3266,0,0.712,48.4,1,0
207,3267,0,-0.087,55.46,1,0
207,3268,0,-0.089,61.6436,1,0
207,3269,1,0.044,60.39,1,0
207,3270,1,-0.498,61.6436,1,0
207,3271,1,0.146,61.6436,1,0
207,3272,0,-0.576,61.6436,1,0
207,3273,0,0.293,51.69,1,0
208,331,0,-0.529,49.92,1,0
208,332,0,0.686,55.84,1,0
208,333,1,-0.169,48.66,1,0
208,334,0,-0.376,51.44,1,0
208,335,0,-0.561,30.52,1,0
208,336,1,-0.496,60.5822,1,0
208,337,1,-0.527,46.4,1,0
208,338,0,-0.372,60.5822,1,0
208,339,0,-0.925,69.93,1,0
208,340,0,0.234,39.41,1,0
208,341,0,-0.18,60.5822,1,0
208,342,1,-0.001,52.2,1,0
208,343,1,-0.155,53.36,1,0
208,344,0,-0.573,56.12,1,0
208,345,1,-0.524,65.9,1,0
208,346,1,0.056,60.5822,1,0
208,347,0,-0.704,60.5822,1,0
208,348,1,-0.94,46.99,1,0
208,349,0,-0.441,60.5822,1,0
208,350,0,-0.681,60.5822,1,0
208,351,1,-0.787,39.77,1,0
209,2952,0,-1.417,61.6275,1,0
209,2953,1,-0.838,57.81,1,0
209,2954,1,-1.522,61.6275,1,0
209,3160,1,0.683,63.07,1,0
209,3161,0,0.511,66.64,1,0
209,3162,0,-0.805,55.22,1,0
209,3163,0,-0.078,61.64,1,0
209,3164,0,-0.802,61.64,1,0
209,3165,1,0.505,63.78,1,0
209,3166,1,0.004,54.85,1,0
209,3167,1,0.71,66.22,1,0
209,3168,0,-0.002,61.6401,1,0
209,3169,1,-0.033,59.6,1,0
209,3170,0,-0.625,61.6401,1,0
209,3171,1,0.41,70.78,1,0
209,3172,1,0.132,58.96,1,0
209,3173,1,-0.252,67.16,1,0
209,3174,0,-0.725,53.24,1,0
209,3175,1,-0.014,61.6401,1,0
210,6486,0,-1.15,45.91,0,1
210,6487,0,-1.376,62.5424,0,1
210,6488,0,-0.125,45.01,0,1
210,6489,1,-0.97,62.5424,0,1
210,6490,1,-0.708,55.76,0,1
210,6491,0,-0.237,51.91,0,1
210,6492,0,0.465,44.04,0,1
210,6493,1,-0.812,61.84,0,1
210,6494,0,-0.714,40.58,0,1
210,6495,0,0.544,47.76,0,1
210,6496,1,-0.743,54.54,0,1
210,6497,0,-1.328,62.5424,0,1
210,6498,1,-0.393,57.01,0,1
210,6499,0,-1.09,62.5424,0,1
210,6500,1,-0.319,50.82,0,1
210,6501,0,-0.198,42.12,0,1
210,6502,1,-1.247,54.95,0,1
210,6503,0,-0.708,42.87,0,1
210,6504,0,-0.31,47.13,0,1
210,6505,0,-0.937,62.5424,0,1
210,6506,1,-0.624,50.95,0,1
211,3020,0,-0.289,43.14,0.4,1
211,3021,0,-0.344,39.89,0.4,1
211,3022,1,0.586,55.9,0.4,1
211,3023,1,-1.277,61.6337,0.4,1
211,3024,1,-0.145,49.54,0.4,1
211,3025,0,0.557,61.6337,0.4,1
211,3026,0,0.307,61.6337,0.4,1
211,3027,0,-0.525,51.64,0.4,1
211,3028,1,-0.212,61.6337,0.4,1
211,3029,1,-0.337,63.68,0.4,1
211,3030,1,-1.432,61.6337,0.4,1
211,3031,1,0.622,61.6337,0.4,1
211,3032,0,0.226,45.55,0.4,1
211,3033,1,-0.376,69.22,0.4,1
211,3034,0,0.509,44.46,0.4,1
212,413,0,1.134,61.44,1,1
212,414,1,-1.851,43.87,1,1
212,415,1,-1.029,70.89,1,1
212,416,0,0.077,54.03,1,1
212,417,0,-0.919,60.34,1,1
212,418,1,-0.468,43.13,1,1
212,419,1,0.199,48.43,1,1
212,420,1,0.708,50.31,1,1
212,421,0,0.276,56.57,1,1
212,422,1,0.613,44.17,1,1
212,423,0,-0.302,56.76,1,1
212,424,0,-1.315,45.62,1,1
212,425,0,-0.215,44.63,1,1
212,426,0,-0.107,40.71,1,1
212,427,1,0.434,63.54,1,1
212,428,0,-0.245,54.36,1,1
212,429,0,-0.217,60.5835,1,1
213,4876,1,-0.999,41.35,1,1
213,4877,1,0.291,56.39,1,1
213,4878,1,-0.246,65.56,1,1
213,4879,0,0.959,65.02,1,1
213,4880,0,0.163,69,1,1
213,4881,1,1.227,64.74,1,1
213,4882,1,0.907,65.87,1,1
213,4883,0,0.683,62.3666,1,1
213,4884,1,0.162,62.3666,1,1
213,4885,1,-0.175,54.79,1,1
213,4886,1,1.02,61.69,1,1
213,4887,0,1.363,55.14,1,1
213,4888,0,0.71,67.1,1,1
213,4889,1,-0.051,62.01,1,1
213,4890,0,0.274,62.3666,1,1
213,4891,1,1.117,62.3666,1,1
213,4892,0,-0.544,62.3666,1,1
213,4893,1,-0.162,60.47,1,1
214,2427,0,-0.139,40.96,1,1
214,2428,0,-0.875,57.43,1,1
214,2429,1,-1.275,45.38,1,1
214,2430,0,-0.922,61.0886,1,1
214,2431,1,-0.867,61.0886,1,1
214,2432,1,-0.004,41.09,1,1
214,2433,0,0.087,54.94,1,1
214,2435,1,0.168,48.51,1,1
214,2436,1,-1.146,61.0893,1,1
214,2437,0,-1.369,50.77,1,1
214,2438,0,-1.947,40.78,1,1
214,2439,1,-2.226,61.0893,1,1
214,2440,0,-0.31,48.02,1,1
214,2819,1,1.533,61.91,1,1
215,1230,1,-0.897,33.75,1,1
215,1231,0,-0.951,69.91,1,1
215,1232,0,-0.3,63.33,1,1
215,1233,1,-0.522,58.37,1,1
215,1234,1,-0.457,69.97,1,1
215,1235,1,-0.092,58.77,1,1
215,1236,0,0.013,60.6014,1,1
215,1237,0,0.583,60.6014,1,1
215,1238,0,-0.958,59.68,1,1
215,1239,0,-1.741,46.7,1,1
215,1240,0,-0.267,58.6,1,1
215,1241,0,0.337,73.4,1,1
215,1242,1,-1.177,49.54,1,1
215,1243,1,-0.302,60.6014,1,1
215,1244,0,-1.189,53.49,1,1
215,1245,0,-0.192,57.64,1,1
215,1246,1,0.077,60.6014,1,1
216,3289,1,0.962,74.38,1,1
216,3290,0,-0.49,61.6448,1,1
216,3291,1,0.356,64.72,1,1
216,3292,1,-0.377,45.05,1,1
216,3293,0,0.409,50.41,1,1
216,3294,1,0.371,57.28,1,1
216,3295,0,-0.481,62.31,1,1
216,3296,0,0.78,61.6448,1,1
216,3297,0,-0.892,51.12,1,1
216,4697,1,0.358,64.71,1,1
216,4698,0,0.732,62.3167,1,1
216,4699,1,0.521,62.3167,1,1
216,4700,0,0.521,62.3167,1,1
217,449,1,0.681,60.5843,1,1
217,450,0,-0.794,60.5843,1,1
217,451,1,0.554,60.5843,1,1
217,452,0,-0.346,60.5843,1,1
217,453,1,1.323,60.5843,1,1
217,454,0,0.547,60.5843,1,1
217,455,1,-0.089,60.5843,1,1
217,456,0,0.927,60.5843,1,1
217,457,0,-1.587,60.5843,1,1
217,458,1,-0.039,60.5843,1,1
217,459,0,0.965,66.84,1,1
217,460,1,0.987,74.76,1,1
217,462,1,0.226,60.5843,1,1
217,463,1,1.63,60.5843,1,1
218,5961,1,0.547,62.5087,1,1
218,5962,1,0.663,43.47,1,1
218,5963,1,0.864,55.22,1,1
218,5965,0,-0.623,52.58,1,1
218,5966,1,0.274,42.74,1,1
218,5967,1,0.201,62.5087,1,1
218,5969,1,-0.398,62.5087,1,1
218,5970,0,0.112,62.5087,1,1
218,5971,1,0.561,62.5087,1,1
218,6060,1,0.76,40.71,1,1
218,6061,0,-0.14,62.5153,1,1
218,6062,0,0.002,62.5153,1,1
218,6063,1,0.705,62.5153,1,1
218,6064,1,-0.599,35.03,1,1
218,6065,1,-0.718,62.5153,1,1
218,6066,0,-0.919,62.5153,1,1
218,6067,0,1.458,62.5153,1,1
219,3208,1,-0.861,37.85,1,1
219,3360,1,0.136,51.7,1,1
219,3361,1,0.491,48.95,1,1
219,3362,1,-0.158,61.62,1,1
219,3363,1,-1.31,61.6484,1,1
219,3364,0,-0.094,61.6484,1,1
219,3365,0,0.382,61.6484,1,1
219,3366,1,-0.366,61.6484,1,1
219,3367,0,1.411,70.46,1,1
219,3368,0,0.51,61.6484,1,1
219,3369,0,-0.936,61.6484,1,1
219,3370,1,-0.171,44.41,1,1
220,961,1,-1.375,43.55,0.25,1
220,962,1,-1.056,60.5952,0.25,1
220,963,0,-0.666,43.49,0.25,1
220,964,1,-0.317,57.05,0.25,1
220,965,1,-0.037,49.49,0.25,1
220,966,1,-1.266,39.56,0.25,1
220,967,1,-0.524,49.91,0.25,1
220,968,0,-1.315,60.5953,0.25,1
220,969,1,-0.43,49.42,0.25,1
220,970,0,0.815,50.58,0.25,1
220,971,0,-0.767,45.07,0.25,1
220,972,0,-1.022,42.87,0.25,1
221,2903,0,0.764,61.6251,1,1
221,2904,1,0.17,61.6251,1,1
221,2905,1,0.657,66.87,1,1
221,2906,0,-0.794,67.66,1,1
221,2907,1,0.684,74.29,1,1
221,2908,1,0.326,54.91,1,1
221,2909,0,-0.118,61.6251,1,1
221,2910,1,-0.499,61.6251,1,1
221,2911,1,-0.852,68,1,1
221,2912,1,0.049,58.73,1,1
221,2913,0,0.755,65.68,1,1
221,2914,1,0.712,50.23,1,1
221,2915,0,0.002,61.6251,1,1
221,2916,1,-0.1,57.75,1,1
222,1751,0,0.075,61.0557,1,1
222,1752,1,0.197,44.6,1,1
222,1753,0,-0.882,51.51,1,1
222,1754,0,1.306,44.33,1,1
222,1755,1,0.747,37.07,1,1
222,1756,1,-0.615,61.0557,1,1
222,1757,1,1.166,62.46,1,1
222,1758,1,-1.235,38.98,1,1
222,1759,1,0.815,52.5,1,1
222,1760,1,0.67,61.0557,1,1
222,1761,0,1.449,64.23,1,1
222,1762,0,-0.058,61.0557,1,1
222,1763,1,-0.774,57.5,1,1
222,1764,0,-1.565,51.27,1,1
222,1765,1,-0.414,38.72,1,1
222,1766,1,-0.207,54.48,1,1
222,1767,1,-0.016,61.0557,1,1
222,1768,1,0.087,49.91,1,1
222,1769,1,-0.575,52.4,1,1
222,1770,0,0.035,61.0557,1,1
223,1736,1,-0.673,61.0545,0.266666667,1
223,1737,0,-0.087,38.42,0.266666667,1
223,1738,1,-0.386,40.65,0.266666667,1
223,1739,0,-1.069,40.43,0.266666667,1
223,1740,0,-0.642,61.0545,0.266666667,1
223,1741,1,-0.03,42.31,0.266666667,1
223,1742,0,-0.411,61.0545,0.266666667,1
223,1743,1,0.223,51.89,0.266666667,1
223,1744,1,-0.719,46.43,0.266666667,1
223,1745,1,-1.29,44.03,0.266666667,1
223,1746,0,0.409,57.34,0.266666667,1
223,1747,1,0.282,51.32,0.266666667,1
223,1748,1,-1.292,29.94,0.266666667,1
223,1749,0,-0.771,61.0545,0.266666667,1
223,1750,1,-0.26,55.61,0.266666667,1
224,2352,1,-0.028,61.0844,0.705882353,1
224,2353,0,-1.163,61.0844,0.705882353,1
224,2354,1,-0.374,61.0844,0.705882353,1
224,2355,1,0.209,61.0844,0.705882353,1
224,2356,1,-0.263,58.49,0.705882353,1
224,2357,0,0.45,61.0844,0.705882353,1
224,2358,1,1.055,62.3,0.705882353,1
224,2359,1,-0.897,53.3,0.705882353,1
224,2360,1,-0.438,61.0844,0.705882353,1
224,2361,1,-0.19,61.0844,0.705882353,1
224,2362,1,-1.453,61.0844,0.705882353,1
224,2363,1,-0.458,47.19,0.705882353,1
224,2364,0,0.456,61.0845,0.705882353,1
224,2365,1,-0.162,68.3,0.705882353,1
224,2366,1,0.284,60.03,0.705882353,1
224,2367,0,-0.571,61.0845,0.705882353,1
224,2368,1,0.997,61.0845,0.705882353,1
225,4047,0,-0.723,37.18,0.277777778,1
225,4048,1,-0.853,49.59,0.277777778,1
225,4049,0,-0.448,62.2633,0.277777778,1
225,4050,0,-0.998,62.2633,0.277777778,1
225,4051,0,0.275,46.44,0.277777778,1
225,4052,1,-0.222,56.83,0.277777778,1
225,4053,0,-0.272,49.1,0.277777778,1
225,4054,1,0.357,54.34,0.277777778,1
225,4055,1,-0.599,48.14,0.277777778,1
225,4056,0,-1.463,62.2633,0.277777778,1
225,4057,0,-0.399,50.5,0.277777778,1
225,4058,0,-0.091,53.72,0.277777778,1
225,4059,1,-0.915,44.03,0.277777778,1
225,4060,1,-1.045,59.42,0.277777778,1
225,4061,1,-1.02,51.27,0.277777778,1
225,4062,0,-1.463,62.2633,0.277777778,1
225,4063,0,-1.273,62.2633,0.277777778,1
225,4064,1,-0.367,38.48,0.277777778,1
226,3781,0,0.868,63.3,1,1
226,3782,0,1.854,62.0993,1,1
226,3783,1,1.824,62.0993,1,1
226,3784,1,0.548,62.0993,1,1
226,3785,1,1.779,62.0993,1,1
226,3786,1,1.658,62.0993,1,1
226,3787,0,1.779,62.0993,1,1
226,3788,1,1.059,62.0993,1,1
226,3789,1,1.705,62.0993,1,1
226,3790,0,1.11,62.0993,1,1
226,3791,1,1.608,70.75,1,1
226,3792,0,1.361,62.0993,1,1
226,3793,0,1.608,62.0993,1,1
227,729,1,-0.45,51.68,0.466666667,1
227,730,1,-0.929,46.27,0.466666667,1
227,731,0,0.173,60.5899,0.466666667,1
227,732,1,-1.047,60.5899,0.466666667,1
227,733,1,0.783,57.38,0.466666667,1
227,734,1,0.925,60.5899,0.466666667,1
227,735,0,-0.593,55.59,0.466666667,1
227,736,1,-0.609,60.5899,0.466666667,1
227,737,0,0.434,60.5899,0.466666667,1
227,738,1,-0.712,58.7,0.466666667,1
227,739,1,0.661,60.5899,0.466666667,1
227,740,1,-1.152,38.55,0.466666667,1
227,741,1,0.033,51.57,0.466666667,1
227,742,1,-0.957,48.69,0.466666667,1
227,743,0,-0.147,60.5899,0.466666667,1
228,1109,0,0.229,52.71,1,0
228,1110,0,-0.554,60.5989,1,0
228,1111,1,0.463,59.91,1,0
228,1112,1,0.365,58.61,1,0
228,1113,1,1.079,64.38,1,0
228,1114,0,0.19,64.42,1,0
228,1115,1,-0.059,60.599,1,0
228,1116,0,0.598,60.599,1,0
228,1117,0,0.855,62.14,1,0
228,1118,1,1.284,60.599,1,0
228,1119,1,-0.073,35.9,1,0
228,1120,0,-0.193,63.9,1,0
228,1121,1,-1.404,54.8,1,0
228,1122,1,-0.34,48.95,1,0
229,6326,0,0.453,62.5344,1,0
229,6327,0,0.056,62.5344,1,0
229,6328,0,0.732,62.5344,1,0
229,6329,1,-0.164,64.24,1,0
229,6330,1,-0.375,59.85,1,0
229,6331,1,0.122,44.31,1,0
229,6332,0,0.96,62.5344,1,0
229,6333,0,-0.3,66.09,1,0
229,6334,0,0.034,55.04,1,0
229,6335,1,-0.349,55.03,1,0
229,6336,0,0.133,44.1,1,0
229,6337,1,1.059,66.82,1,0
229,6338,1,0.314,71.06,1,0
229,6339,0,-1.038,62.5344,1,0
229,6340,0,0.299,54.5,1,0
229,6341,0,0.185,75.22,1,0
229,6342,0,-0.347,62.5344,1,0
229,6343,0,0.17,65.29,1,0
230,4006,0,0.378,62.2613,1,0
230,4007,0,0.087,62.2613,1,0
230,4008,1,0.355,55.32,1,0
230,4009,0,0.261,62.2614,1,0
230,4010,1,0.018,62.2614,1,0
230,4011,0,0.361,66.3,1,0
230,4012,0,-0.532,62.11,1,0
230,4013,0,0.604,65.75,1,0
230,4014,1,-0.919,44.97,1,0
230,4015,1,0.661,62.2614,1,0
230,4016,0,-0.162,74.96,1,0
230,4017,0,-0.695,38.24,1,0
231,5891,0,0.489,54.01,0.142857143,1
231,5892,1,-0.668,41.62,0.142857143,1
231,5893,1,0.76,49.43,0.142857143,1
231,5894,1,0.129,53.11,0.142857143,1
231,5895,1,-0.215,51.81,0.142857143,1
231,5896,0,0.379,49.01,0.142857143,1
231,5897,1,0.015,62.504,0.142857143,1
231,5898,1,-0.991,62.504,0.142857143,1
231,5899,0,-0.313,55.57,0.142857143,1
231,5900,1,0.453,50.07,0.142857143,1
231,5901,0,0.265,60.87,0.142857143,1
231,5902,1,-0.138,56.58,0.142857143,1
231,5903,0,0.055,54.87,0.142857143,1
231,5904,0,-0.025,56.71,0.142857143,1
232,3047,0,0.602,61.6351,1,1
232,3048,1,0.014,61.6351,1,1
232,3049,1,-0.516,61.6351,1,1
232,3050,0,-0.015,53.49,1,1
232,3051,0,-0.972,56.19,1,1
232,3052,0,0.007,58.41,1,1
232,3053,0,0.251,61.6351,1,1
232,3054,1,-0.936,54.41,1,1
232,3055,1,0.576,62.31,1,1
232,3056,0,-0.745,42.13,1,1
232,3057,1,-0.368,64.28,1,1
232,3058,0,-0.118,61.6351,1,1
232,3059,1,0.066,52.69,1,1
232,3060,1,0.793,61.6351,1,1
232,3061,0,-1.282,58.31,1,1
232,3527,0,0.423,49.48,1,1
233,5658,0,-0.581,62.3863,1,1
233,5659,1,0.044,60.92,1,1
233,5660,0,-0.587,51.55,1,1
233,5661,0,-0.063,62.3863,1,1
233,5662,1,-0.583,62.7,1,1
233,5663,1,0.677,56.03,1,1
233,5664,0,0.907,62.3863,1,1
233,5665,0,-0.03,66.89,1,1
233,5666,0,-0.246,63.86,1,1
233,5667,0,-0.848,50.9,1,1
233,5668,0,-0.339,47.01,1,1
233,5669,1,-0.802,57.75,1,1
234,303,1,0.234,69.57,1,1
234,304,0,0.509,53.46,1,1
234,305,1,0.94,48.55,1,1
234,306,0,-0.695,59.59,1,1
234,307,1,0.658,57.91,1,1
234,308,1,-0.062,60.5819,1,1
234,309,1,0.486,60.5819,1,1
234,310,0,-0.491,60.5819,1,1
234,311,1,0.531,60.5819,1,1
234,312,1,-0.698,60.5819,1,1
234,313,0,-0.1,60.5819,1,1
234,314,0,-0.016,62.43,1,1
234,315,1,0.96,58.8,1,1
234,316,0,0.035,60.5819,1,1
234,317,0,-0.401,51.94,1,1
235,561,0,0.982,61.16,1,1
235,562,0,-0.154,48.6,1,1
235,563,0,0.099,60.587,1,1
235,564,1,-0.698,60.587,1,1
235,565,1,1.331,71.74,1,1
235,566,0,0.283,60.587,1,1
235,567,1,0.002,60.587,1,1
235,568,1,0.259,56.34,1,1
235,569,0,0.087,79.33,1,1
235,570,1,1.154,60.587,1,1
235,571,0,-0.02,60.587,1,1
235,572,1,0.487,60.587,1,1
235,573,0,0.863,60.587,1,1
235,574,1,0.992,56.65,1,1
235,575,0,0.424,68.62,1,1
235,576,1,-0.327,67.22,1,1
235,577,0,-0.147,60.587,1,1
235,578,1,0.304,67.63,1,1
235,579,1,-0.283,49.33,1,1
235,580,1,0.274,60.587,1,1
236,201,1,0.658,60.5798,0.470588235,1
236,202,0,-0.996,38.45,0.470588235,1
236,203,1,1.059,60.5798,0.470588235,1
236,204,1,0.291,64.99,0.470588235,1
236,205,0,-0.496,64.87,0.470588235,1
236,206,1,0.356,69.81,0.470588235,1
236,207,1,0.08,60.5798,0.470588235,1
236,208,0,1.164,60.5798,0.470588235,1
236,209,0,-0.516,55.24,0.470588235,1
236,210,1,0.283,60.5798,0.470588235,1
236,211,0,-0.75,59.17,0.470588235,1
236,212,0,-1.652,43.29,0.470588235,1
236,213,1,-0.03,47.64,0.470588235,1
236,214,1,-0.424,45.99,0.470588235,1
236,215,0,-0.469,60.5798,0.470588235,1
236,216,0,0.085,54.59,0.470588235,1
236,217,0,1.112,60.5798,0.470588235,1
237,1478,1,0.581,65.25,1,1
237,1479,0,0.37,59.9,1,1
237,1480,1,-0.424,42.58,1,1
237,1481,1,0.511,54.27,1,1
237,1482,1,1.454,54.21,1,1
237,1483,1,0.017,54.43,1,1
237,1484,0,-0.064,60.7916,1,1
237,1485,0,-0.045,66.73,1,1
237,1486,1,-0.219,43.99,1,1
237,1487,1,-0.268,47.23,1,1
237,1488,1,-0.469,66.46,1,1
237,1489,0,-0.082,60.41,1,1
237,1490,1,0.102,49.92,1,1
237,1491,1,-0.094,41.5,1,1
237,1492,0,-0.591,59.6,1,1
237,1493,1,0.939,55.39,1,1
237,1494,0,-0.355,55.63,1,1
237,1495,1,-0.252,48.67,1,1
237,1496,1,-0.072,58.13,1,1
237,1497,0,0.063,42.32,1,1
237,1498,1,-0.019,60.7917,1,1
238,1362,0,0.123,51.76,1,1
238,1363,1,0.002,53.7,1,1
238,1364,0,-0.516,60.631,1,1
238,1365,1,0.003,65.63,1,1
238,1366,1,0.357,49.47,1,1
238,1367,1,0.671,52.95,1,1
238,1368,0,-0.671,51.39,1,1
238,1369,0,-0.493,60.631,1,1
238,1370,1,-0.325,56.82,1,1
238,1371,1,0.086,71.18,1,1
238,1372,1,0.229,67.25,1,1
238,1373,0,-0.587,60.631,1,1
239,2781,1,-0.274,46.23,1,1
239,2782,1,0.342,48.36,1,1
239,2783,0,0.653,47.28,1,1
239,2784,0,0.586,60.61,1,1
239,2785,0,1.338,63.1,1,1
239,2786,0,1.261,52.36,1,1
239,2787,1,0.533,55.82,1,1
239,2788,1,-0.056,56.37,1,1
239,2789,1,-0.399,61.1918,1,1
239,2790,1,0.615,48.77,1,1
239,2791,1,0.196,47.25,1,1
239,2792,0,0.835,61.1918,1,1
239,2793,1,0.401,67.07,1,1
239,2794,1,0.414,56.52,1,1
239,2795,1,0.835,48.61,1,1
239,2796,1,0.339,51.57,1,1
239,2797,0,-0.097,47,1,1
239,2798,0,0.456,61.1918,1,1
239,2799,0,-0.025,43.4,1,1
239,2800,0,0.243,55.01,1,1
239,2801,0,0.533,63.1,1,1
239,2802,0,-0.327,63.05,1,1
239,2803,0,-0.414,42.62,1,1
239,2804,1,0.543,50.75,1,1
240,4123,0,1.286,76.56,1,1
240,4124,1,0.208,62.2654,1,1
240,4125,0,0.469,62.2654,1,1
240,4126,0,0.881,72.75,1,1
240,4127,0,-0.475,62.2654,1,1
240,4128,1,0.528,60.39,1,1
240,4129,1,0.347,64.69,1,1
240,4130,1,0.231,62.2654,1,1
240,4131,0,0.637,62.2654,1,1
240,4132,1,-0.07,62.2654,1,1
240,4133,0,0.432,51.55,1,1
240,4134,1,1.037,56.27,1,1
240,5204,1,-0.02,54.38,1,1
241,2805,1,0.501,57.58,1,1
241,2806,1,0.658,61.1924,1,1
241,2807,1,0.658,54.34,1,1
241,2808,1,1.398,55.9,1,1
241,2809,1,1.05,54.43,1,1
241,2810,1,1.286,68.49,1,1
241,2811,0,0.616,62.93,1,1
241,2812,1,0.907,75.2,1,1
241,2813,0,0.604,61.1924,1,1
241,2814,1,1.383,71.09,1,1
241,2815,1,1.436,63.03,1,1
241,2816,0,1.269,74.97,1,1
241,2817,0,1.173,71.93,1,1
242,4635,1,-0.187,61.44,1,1
242,4636,1,0.002,62.2781,1,1
242,4637,1,0.366,51.11,1,1
242,4638,1,0.713,65.26,1,1
242,4639,0,-0.46,49.44,1,1
242,4640,0,0.443,62.2782,1,1
242,4641,1,0.138,49.66,1,1
242,4642,0,1.035,68.12,1,1
242,4643,1,-0.44,50.26,1,1
242,4644,1,-0.252,56.11,1,1
242,4645,1,0.73,53.02,1,1
242,4646,0,-0.992,58.23,1,1
242,4647,0,-0.514,51.87,1,1
242,4648,1,-0.901,62.2782,1,1
242,4649,1,-0.776,47.02,1,1
243,1857,0,-1.713,37.19,1,1
243,1858,1,-0.472,48.95,1,1
243,1859,1,-0.095,40.05,1,1
243,1860,0,-1.999,61.0641,1,1
243,1861,1,-0.516,61.0641,1,1
243,1862,0,-1.045,34.38,1,1
243,1863,1,-1.58,61.0641,1,1
243,1864,1,-0.159,36.81,1,1
243,1865,1,-1.315,41.45,1,1
243,1866,0,-0.048,61.0641,1,1
243,1867,1,-0.623,54.38,1,1
243,1868,0,-0.16,61.0641,1,1
244,6109,1,0.305,61.39,0.692307692,1
244,6110,1,-0.283,62.5184,0.692307692,1
244,6111,0,0.303,35.52,0.692307692,1
244,6112,1,0.716,62.5185,0.692307692,1
244,6113,0,0.58,49.44,0.692307692,1
244,6114,1,0.71,62.5185,0.692307692,1
244,6115,0,0.478,62.5185,0.692307692,1
244,6116,0,-0.989,62.5185,0.692307692,1
244,6117,0,-0.444,62.5185,0.692307692,1
244,6118,1,-0.669,62.5185,0.692307692,1
244,6119,1,-0.987,62.5185,0.692307692,1
244,6120,1,0.505,68.86,0.692307692,1
244,6121,0,0.115,62.5185,0.692307692,1
245,1200,1,1.306,64.91,1,1
245,1201,0,0.628,75.51,1,1
245,1202,1,0.354,65.41,1,1
245,1203,1,-0.443,53.55,1,1
245,1204,0,-0.555,60.6006,1,1
245,1205,0,0.733,51.33,1,1
245,1206,0,0.439,68.99,1,1
245,1207,0,0.087,67.86,1,1
245,1208,1,-0.472,60.6006,1,1
245,1209,1,-0.864,72.56,1,1
245,1210,0,0.62,57.38,1,1
245,1211,0,0.028,60.6006,1,1
245,1212,0,-0.049,71.51,1,1
245,1213,1,0.586,59.7,1,1
245,1214,0,0.371,41.27,1,1
245,1215,1,0.573,46.49,1,1
245,1216,0,0.589,54.79,1,1
245,1217,0,0.434,60.6006,1,1
246,5205,0,-0.63,58.91,1,1
246,5206,1,-1.383,39.06,1,1
246,5207,0,-1.366,49.55,1,1
246,5208,1,-1.08,44.96,1,1
246,5209,1,-1.831,51.82,1,1
246,5210,0,0.658,50.39,1,1
246,5211,0,0.212,62.3739,1,1
246,5212,0,0.254,52.3,1,1
246,5213,1,-1.276,50.71,1,1
246,5214,1,-1.247,40.37,1,1
246,5215,0,-1.463,39.67,1,1
246,5216,0,-0.919,34.04,1,1
247,1324,1,-0.256,60.6039,1,1
247,1325,0,-0.014,60.6039,1,1
247,1326,1,-0.587,60.6039,1,1
247,1327,1,0.947,60.6039,1,1
